City,census_name,State,state_full,fips_code,Country,uuid,Year,Community Survey - Network,Community Survey - Awareness,Community Survey - Safety,Community Survey - Ridership,Community Score - Total,"Community Score - Total, Rounded",Community Survey - Responses,BNA - neighborhoods,BNA - opportunity_employment,BNA - opportunity_k12_education,BNA - opportunity_technical_vocational_college,BNA - opportunity_higher_education,BNA - opportunity,BNA - essential_services_doctors,BNA - essential_services_dentists,BNA - essential_services_hospitals,BNA - essential_services_pharmacies,BNA - essential_services_grocery,BNA - essential_services_social_services,BNA - essential_services,BNA - retail,BNA - recreation_parks,BNA - recreation_trails,BNA - recreation_community_centers,BNA - recreation,BNA - transit,BNA - overall_score,total_low_stress_miles,total_high_stress_miles,city_ratings_total,city_ratings_rounded,population,rank_country,pop_size,rank_country_size,rank_state_size,speed_limit,region,latitude,longitude
Tacoma,Tacoma city,WA,Washington,5370000,United States,ea032fd5-03a0-447f-9193-12a07b973a86,2021,51.352,47.59,45.27,81.56,56.443,56,148,41.57,26.64,58.05,8.87,34.66,37.46,30.44,23.03,9.25,32.32,39.44,16.06,25.74,41,58.99,19.26,28.17,37.38,15.44,32.95,1308.2,449.4,37.6486,38,212869,140,medium,58,3,25,Pacific,47.2521991,-122.4598318
Toledo,Toledo city,OH,Ohio,3977000,United States,e9c63e61-39e4-4bfe-bf91-3238b5e465c2,2021,47.122,50.34,46.876,72.954,54.323,54,110,22.99,13.93,35.23,8.31,12.32,20.5,10.27,11.84,9.32,13.55,14.59,0.18,10.13,16.78,48.35,18.21,11.52,28.59,1.68,16.63,1762.8,670.9,24.1686,24,276614,382,medium,171,4,25,Midwest,41.664071,-83.5818608
Canberra,,ACT,Australian Capital Territory,,Australia,e96b7223-f47e-4fcb-b18e-b7c644eb8fb5,2021,59.38,60.6,46.2,87.4,63.39,63,80,57.29,,67.23,46.33,47.38,58.14,40.54,50.57,43.22,46.86,68.86,64.64,53.41,56.11,79.76,82.1,44.76,71.83,55.69,58,464.6,642.1,59.438,59,82346,1,medium,1,1,31,Australia,-35.2809,149.13
Papillion,Papillion city,NE,Nebraska,3138295,United States,e94cbca1-0c86-4923-9efe-455ac6ab1831,2021,47.988,46.034,41.81,74.21,52.5105,53,29,38.42,39.1,53.9,10.81,0,42.04,19.2,34.77,17.81,15.01,34.48,0,24.71,16.69,64.96,70.25,0,67.43,0,37.33,235.4,68,40.3661,40,20423,103,small,48,1,25,Midwest,41.1381131,-96.1474269
Flossmoor,Flossmoor village,IL,Illinois,1726571,United States,e91108af-9820-4ab3-8323-54c7d6c59997,2021,53.906,30.704,40.624,62.89,47.031,47,32,5.43,4.23,11.3,0,0,6.79,2.46,1.26,3.08,2.65,3.72,6.32,3.38,8.04,18.18,0,0,18.18,2.46,7.15,0.4,108.3,15.1262,15,9472,604,small,270,15,30,Midwest,41.5391192,-87.685686
O'Fallon,O'Fallon city,MO,Missouri,2954074,United States,e8c97367-c31d-480b-88c4-17108b60d268,2021,29.104,33.01,42.444,63.308,41.9665,42,67,23.06,15.49,14.57,0,0,13.15,10.85,0,3.67,6.27,8.7,4.51,6.38,12.8,12.22,0,0,4.89,0,11.79,633.9,194.3,17.8253,18,87242,522,medium,230,6,25,Midwest,38.7835042,-90.7153509
East Providence,East Providence city,RI,Rhode Island,4422960,United States,e8b63d3e-7203-47d3-a8e8-f8bcb5216b66,2021,53.16,33.276,46.12,58.62,47.794,48,29,20.56,13.64,37.85,0,0,18.02,0.65,0,17.09,0,7.64,2.35,5.81,10.56,25.4,11.56,0,18.94,1.89,12.56,352,94.1,19.6068,20,47483,481,small,212,4,25,New England,41.7999563,-71.3565841
Barrie,,ON,Ontario,,Canada,e8588a72-dea3-48ef-b28f-7381d2dba7d2,2021,45.49,39.2,42.2,78.2,51.25,51,96,26.21,,47.26,13.08,0,39.94,22.73,17.81,18.22,23.63,30.58,29.08,24.34,56.35,65.12,0,7.63,43.01,18.05,34,126.1,737.7,37.77,38,141434,27,medium,18,5,31,Canada,44.3894,-79.6903
Montreal,,QC,Quebec,,Canada,e7d07f1f-32f1-4c1e-80bb-ca8630eaec55,2021,59.13,54.6,46.8,79.8,60.11,60,219,51.8,,75.1,47.99,45.55,62.17,52.42,47.84,59.8,60.45,73.56,70.54,62.24,71.85,77.13,63.97,50.37,65.83,55.79,62,3219,1316.1,61.358,61,1704694,3,large,1,1,18.6,Canada,45.5017,-73.5673
Fishers,Fishers city,IN,Indiana,1823278,United States,e7ad60bc-e273-4636-84d4-37333be5e112,2021,35.978,35.358,41.37,64.584,44.3225,44,63,26.4,23.79,23.74,0,0,23.77,13.26,10.59,6.84,15.56,23.07,12.1,14.22,7.89,44.53,46.1,10.92,36.68,0,21.46,307.7,849.3,26.0325,26,90332,345,medium,157,3,30,Midwest,39.9592848,-85.9668856
Peachtree City,Peachtree City city,GA,Georgia,1359724,United States,e7785825-1c59-4ec9-8c21-b53289194603,2021,53.096,37.738,43.036,66.428,50.0745,50,70,24.4,19.78,13.62,0,0,16.7,7.44,2.4,0,16.17,26.8,16.79,15.7,0,36.31,0,6.93,25.01,0,19.85,61.7,412.7,25.8949,26,35443,349,small,146,1,30,South,33.391887,-84.5706555
Rexburg,Rexburg city,ID,Idaho,1667420,United States,e7475586-e1d3-4fea-ba12-603bc662a0e7,2021,37.904,23.146,41.734,72.244,43.757,44,31,23.64,24.13,11.54,0,44.35,23.73,29.31,28.73,35.98,2.94,1.19,0,19.44,22.43,34.34,0,0,34.34,0,24.35,33.5,187,28.2314,28,28414,288,small,126,1,35,Mountain,43.8228934,-111.7909875
Bartlett,Bartlett village,IL,Illinois,1704013,United States,e723637a-fb31-4a70-bd7a-8d62e0a4bb91,2021,50.926,35.772,41.436,71.528,49.9155,50,27,14.58,12.97,15.38,0,0,14.18,6.22,3.72,0,13.48,17.96,0,7.45,21.08,43.05,30.27,14.77,31.51,1.91,14.69,63.9,323.9,21.7351,22,41120,433,small,190,4,30,Midwest,41.9805463,-88.2047613
Arnold,Arnold CDP,MD,Maryland,2402275,United States,e71fc7d7-99d6-44c0-9589-60a1f24c03a2,2021,41.944,52.916,37.708,58.334,47.7255,48,30,22.32,19.36,36.64,20.11,0,21.61,5.65,5.09,0,11.8,16.31,11,10.68,20.98,41.65,27.28,12.03,29.22,0,20.4,29.9,220.9,25.8651,26,23406,350,small,147,3,30,Mid-Atlantic,39.0431994,-76.5049709
Hickory,Hickory city,NC,North Carolina,3731060,United States,e6f29abd-390d-4158-828d-cce38d6c7407,2021,32.432,40.45,47.298,55.686,43.9665,44,37,12.99,9.15,7.79,11.11,10.91,9.22,4.67,3.06,2.15,3.05,7.07,9.03,5.1,1.58,6.03,0,1.55,4.31,0,6.7,15.1,657,14.1533,14,40634,619,small,277,5,35,South,35.7414468,-81.3242309
Delaware,Delaware city,OH,Ohio,3921434,United States,e6ef8d86-765d-4ba1-8761-eb69a508f9a5,2021,47.154,36.93,42.836,63.414,47.5835,48,41,41.14,35.44,36.68,0,26.18,33.86,0,0.92,7.81,18.81,29.79,0,16.9,43.76,59.76,0,19.86,44.41,0,34.76,310.2,71.5,37.3247,37,40568,148,small,68,6,25,Midwest,40.2864759,-83.0748639
Boulder,Boulder city,CO,Colorado,807850,United States,e6555368-9439-4325-aaa6-65075292bdfb,2021,71.616,71.628,44.212,84.718,68.0435,68,298,66.17,62.45,73.88,58.73,65.11,66.61,57.93,66.97,43.52,62.39,72,66.74,61.24,57.61,80.1,85.73,46.04,73.56,60.34,64.22,749.2,138.6,64.9847,65,106392,8,medium,3,1,20,Mountain,40.0245328,-105.2527552
Kansas City,Kansas City city,MO,Missouri,2938000,United States,e5cd7f7f-7efa-41e3-aa82-ddd0d475eb01,2021,45.682,49.994,46.912,76.532,54.78,55,166,33.85,23.55,40.72,15.62,20.44,28.14,15.05,18.16,15.74,19.14,30.8,23.8,21.16,40.26,54.77,25.46,14.31,34.4,11.33,27.84,4367.2,1762.4,33.228,33,486404,199,large,28,2,25,Midwest,39.1251553,-94.5503133
Indian Harbour Beach,,FL,Florida,1233450,United States,e4aed05a-2c24-4e79-b7cb-cebf7c4bb64e,2021,49.17,35,41.2,64.6,47.5,48,10,12.08,15.06,6.02,0,0,10.54,0,11.32,0,0.68,5.43,0,5.68,24.6,30.01,0,0,30.01,0,15.59,1.7,73,21.972,22,8470,425,small,187,5,30,South,28.1574681,-80.6001469
Sandpoint,Sandpoint city,ID,Idaho,1672100,United States,e4a8e8b4-936f-41d4-b864-0cfd7cb68c1f,2021,60.752,50.108,46.17,81.116,59.5365,60,31,24.64,22.13,36.08,1.8,0,25.69,0,0,1.29,0.34,6.92,38.87,11.22,16.45,39.4,34.12,0.7,27.88,2.2,18.06,22.2,100.4,26.3553,26,8386,334,small,141,2,35,Mountain,48.2816941,-116.5600131
Wildwood,,FL,Florida,1277675,United States,e4969c99-a463-4169-b876-27ae0085a490,2021,0,0,0,0,0,0,0,29.99,12.51,6.61,0,0,9.56,0,0,27.96,3.77,2.9,0,12.17,0,3.92,5.62,3.91,4.51,0,11.2,154.4,310,11.2,11,6838,645,small,293,23,30,South,28.8058113,-82.0137507
Granger,,IN,Indiana,1828800,United States,e3d9e22d-4f0c-4719-9d69-e28933615f79,2021,0,0,0,0,0,0,0,18.76,11.4,3.89,0,4.76,7,3.63,3.81,3.75,4.23,5.14,3.8,4.14,8.9,13.92,0,0,13.92,0,9.96,5.1,412.5,9.96,10,30776,650,small,298,4,30,Midwest,41.737729,-86.1343821
Melbourne Beach,Melbourne Beach town,FL,Florida,1244000,United States,e31c0ed3-26c1-47bc-a91c-e69e4b9d8f46,2021,50.152,26.516,41.478,63.56,45.4265,45,55,15.76,11.41,18.32,0,0,14.87,0,0,0,0,0,0,0,0,22.47,0,0,22.47,0,12.44,1.3,38.8,19.0373,19,3247,500,small,220,9,30,South,28.0668687,-80.559603
Kamloops,,BC,British Columbia,,Canada,e2df835d-2c49-4da3-8e00-80bf1650756e,2021,43.8,52.2,43.6,84.6,56.07,56,90,46.51,,47.3,40.95,29.05,40.87,31.65,33.56,21.24,31.09,49.13,48.16,36.55,16.44,74.31,36.22,28.79,49.6,27.02,36,500.5,791.9,40.35,40,90280,21,medium,13,3,31,Canada,50.6745,-120.3273
Jonesboro,Jonesboro city,AR,Arkansas,535710,United States,e2d3a85c-b211-47cd-bbab-5da847c4f6d4,2021,32.728,26.894,51.25,47.084,39.489,39,55,17.06,11.15,14.68,0,15.19,13.42,4.13,0,10.48,2.88,6.72,0,6.52,3.5,7.61,0,1.1,5.11,0,9.22,41.4,1183,15.2738,15,76036,599,medium,265,7,30,South,35.8197553,-90.6790329
Newport News,Newport News city,VA,Virginia,5156000,United States,e2a9132a-d46a-4c5a-b758-af7c1da375a7,2021,38,35.916,44.876,76.916,48.927,49,100,30.18,19.87,39.17,8.48,35.96,28.7,20.01,7.89,18.01,17.63,28.55,2.66,17.69,26.05,49.18,0,22.64,25.33,9.19,22.89,1120.9,378.3,28.0974,28,179673,291,medium,125,5,25,South,37.0761357,-76.5219802
Kalispell,Kalispell city,MT,Montana,3040075,United States,e23bfcc3-a8ef-4f83-ae47-6226f6efa1e6,2021,38.562,37.222,42.892,77.328,49.001,49,51,54.64,45.07,55.58,0,29.99,45.81,15.26,0,5.29,21.81,46.34,58.01,29.53,37.36,71.79,51.17,0,62.17,0,44.93,264,38.4,45.7442,46,23241,64,small,38,3,25,Mountain,48.216152,-114.3276448
Chesapeake,Chesapeake city,VA,Virginia,5116000,United States,e1e98e38-a4ab-446e-859c-ca3668eeec84,2021,30.384,21.666,45.962,67.866,41.4695,41,113,29.16,18.07,23.66,5.75,6.17,16.41,12.14,16.3,7.08,12.79,17.67,5.87,12.05,28.88,39.68,97.74,10.64,52.74,0,22.31,2039.8,750.2,26.1419,26,239982,341,medium,155,9,25,South,36.6793761,-76.3017884
Boston,Boston city,MA,Massachusetts,2507000,United States,e171648c-3041-483c-a2cc-be0185fc40c7,2021,58.518,53.058,45.65,73.17,57.599,58,181,21.38,13.51,52.15,20.51,31.96,31.42,20.44,26,19.71,24.67,30.29,35.32,25.97,17.28,57.5,15.98,18.45,33.21,37.84,27.93,1278.3,606.5,33.8638,34,684379,190,large,24,1,25,New England,42.3385513,-71.018253
Estero,Estero village,FL,Florida,1221150,United States,e16797b8-e54e-4c34-a888-220c9e396a7d,2021,42.892,29.754,44.486,64.584,45.429,45,34,23.99,21.14,15.72,0,13.29,17.29,10.61,0,24.07,19.88,22.97,0,19.56,15.89,22.37,27.79,0,18.67,0,19,67.8,453.4,24.2858,24,32815,379,small,161,4,30,South,26.4268915,-81.7967891
Burlington,Burlington city,IA,Iowa,1909550,United States,e04006d1-4a46-41df-a566-948d85740c03,2021,38.142,42.724,39.664,68.108,47.1595,47,26,30.13,15.05,43.49,0.56,0,25.68,4.05,23.04,2.85,23.37,22.7,0,13.76,0,38.35,0,0,38.35,0.81,21.51,220.3,116.2,26.6399,27,24974,328,small,139,4,25,Midwest,40.807102,-91.1236761
Laramie,Laramie city,WY,Wyoming,5645050,United States,dff67543-c391-4a3f-8a53-17f828a5c8bd,2021,57.812,44.166,43.164,79.818,56.24,56,32,16.57,12.08,13.91,0.99,35.7,16.34,3.14,3.19,2.07,0.31,0.7,0,1.84,3.72,33.61,6.64,1.53,16.15,7.42,10.22,65.4,267,19.424,19,32381,487,small,214,2,30,Mountain,41.305955,-105.6086366
Tucson,Tucson city,AZ,Arizona,477000,United States,dfbdddb8-9795-4f78-853e-89f3a83e3d92,2021,63.446,77.576,43.068,84.526,67.154,67,220,37.08,26.24,47.84,20.08,31.39,34.21,24.85,19.15,20.6,25.16,36.74,25.18,26.48,30.08,61.45,30.03,14.33,38.67,16.44,30.48,4012.7,965.3,37.8148,38,541482,136,large,19,1,25,Mountain,32.1530356,-110.8707734
Olathe,Olathe city,KS,Kansas,2052575,United States,dfb2a9d3-321b-4779-84d2-fe46bc02f426,2021,37.632,42.938,44.802,71.118,49.1225,49,95,21.33,21.13,35.14,15.9,16.58,24.6,10.02,17.15,1.06,19.91,22.82,4.57,12.31,27.07,42.48,34.8,3.93,30.15,0,22.55,364,1117.4,27.8645,28,137618,301,medium,133,4,30,Midwest,38.8820305,-94.8200535
Surrey,,BC,British Columbia,,Canada,df765291-de39-4050-81e2-bd7c45a3a837,2021,44.69,32.8,43.6,74.8,48.96,49,113,31.53,,58.57,13.03,27.22,42.33,20.18,24.61,7.05,32.72,44.58,33.95,27.42,59.72,72.11,26.67,23.84,44.14,18.27,37,574.7,2171,39.392,39,517887,22,large,9,2,31,Canada,49.1913,-122.849
Fort Atkinson,Fort Atkinson city,WI,Wisconsin,5526675,United States,debc11b1-6339-479a-be21-bf3f95279797,2021,53.196,49.966,38.698,69.948,52.952,53,73,42.06,38.38,45.17,15.84,0,38.53,8.44,7.66,7.67,9.51,25.06,8,12.4,46.58,63.67,38.47,0,51.91,0,36.79,118.9,34.2,40.0224,40,12443,108,small,51,9,25,Midwest,42.9239894,-88.8455507
Fayetteville,Fayetteville city,AR,Arkansas,523290,United States,de72a51b-c999-4e2b-9459-b5022f9b5e17,2021,62.706,93.73,41.584,80.424,69.611,70,101,41.33,36.24,38.27,0,49.75,40.03,39.04,30.04,35.57,29.23,40.25,33.36,35.92,59.66,55.07,56.2,30.26,49.26,29.72,42.19,842.8,286.5,47.6742,48,85166,53,medium,16,1,25,South,36.0714549,-94.1665644
Silver City,Silver City town,NM,New Mexico,3573260,United States,de172272-e1b5-4472-8ea6-4bd1edefbb0c,2021,44.38,34.224,47.094,71.028,49.1815,49,43,14.18,9.44,18.41,0,12.16,13.53,3.9,0,7.91,0,0.99,0,4.01,0,5.77,6.15,0,5.95,0,9.33,18.3,197.2,17.3003,17,9627,539,small,239,1,30,Mountain,32.7785811,-108.2694089
Danville,Danville town,CA,California,617988,United States,de0c3636-28a8-4743-8c69-9fce916290f1,2021,62.104,56.846,38.542,76.488,58.495,58,42,39.45,31.62,48.12,0,0,39.87,36.43,36.53,3.48,26.64,34.21,30.99,27.5,32.68,60.89,68.48,25.6,54.72,0,32.5,371.5,55.7,37.699,38,44605,139,small,62,10,25,Pacific,37.8121407,-121.9698219
Indialantic,,FL,Florida,1233375,United States,dd818636-6ade-440a-82bf-1bd34dbeb4df,2021,0,0,0,0,0,0,0,15.62,15.57,8.9,0,0,12.24,0,0,0,1.37,0,0,1.37,13.79,9.9,0,0,9.9,0,10.14,3.2,39.7,10.14,10,2865,649,small,297,26,30,South,28.08622,-80.5683016
Elizabethtown,Elizabethtown city,KY,Kentucky,2124274,United States,dd73a71d-4a5c-4620-9e00-38aa0fac97d2,2021,33.666,26.166,47.25,63.916,42.7495,43,25,17.49,10.36,7,6.68,0,8.43,4.8,0.83,2.8,1.82,8.43,0,4.58,3.42,11.82,0,0,11.82,0,8.84,44.5,450.8,15.6219,16,29620,592,small,264,2,35,South,37.7043375,-85.877039
Carpinteria,Carpinteria city,CA,California,611446,United States,dd18d055-6c78-471c-88eb-ec2161d3f7d4,2021,66.406,36.822,39.454,63.672,51.5885,52,32,36.05,35.01,37.89,0,0,36.45,23.97,0,0,8.94,18.27,39.39,23.09,0,52.02,0,14.11,37.44,24.06,31.22,79,29.9,35.2937,35,13505,170,small,75,13,25,Pacific,34.385234,-119.5007588
Bonita,,CA,California,607414,United States,dbc93e94-ec3d-4ec7-9b03-fc607e1354e8,2021,0,0,0,0,0,0,0,15.67,13.5,18.31,0,0,11.13,0,3.61,0,9.07,13.89,0,4.74,13.64,37.2,0,0,22.89,0,12.95,99.6,26.8,12.95,13,12706,641,small,289,27,25,Pacific,32.6408498,-117.0653049
Eurobodalla,,NSW,New South Wales,,Australia,dba27486-a2fe-4ac0-b666-036701253f94,2021,40.74,38.2,40.6,71.8,47.81,48,27,63.42,,35.98,40.38,0,36.92,56.69,18.96,33.3,35.22,41.06,62.89,43.11,44.21,64.84,57.95,42.61,56.87,0,48,1190.6,926.1,47.85,48,37232,4,small,2,1,31,Australia,-35.8895,149.9335
Ryde,,NSW,New South Wales,,Australia,db99c546-d106-443c-8571-122e44d29921,2021,46.58,32.2,48.6,73.8,50.28,50,39,12.85,,37.07,21.31,23.01,30.49,13.98,4.03,15.81,10.29,31.83,1.34,15.55,34.39,63.04,10.52,10.05,31.41,21.53,24,91.7,438,29.448,29,116302,32,medium,22,6,31,Australia,-33.8116,151.1054
Ithaca,Ithaca city,NY,New York,3638077,United States,db7a4c31-56fd-4784-8cd6-1a15456b86cb,2021,60.508,55.906,39.538,79.438,58.8475,59,46,10.96,5.05,9.13,5.55,28.43,11.2,3.9,0.11,2.97,5.18,10.46,5.41,5.33,0,19.62,100,9.22,45.15,0.45,11.79,23,146.9,21.2015,21,30569,446,small,197,2,30,Mid-Atlantic,42.443937,-76.5030548
Warren,Warren city,MI,Michigan,2684000,United States,db1d945d-143a-4d90-88f2-39d064e4bc49,2021,35.588,16.764,46.176,65.662,41.0475,41,85,23.47,13.91,45.46,17.83,14.3,25.42,6.57,8.46,12.91,8.89,17.86,38.88,15.93,30.59,39.75,0,13.1,29.5,0,24.48,816.9,235.6,27.7935,28,134797,304,medium,135,6,25,Midwest,42.4929044,-83.0250007
Oswego,,NY,New York,3655574,United States,daa70c5e-5cbc-4f50-9a29-3236953241b8,2021,0,0,0,0,0,0,0,10.55,7.19,6.38,0,8.95,7.27,11.36,1.66,2.36,0,1.79,4.11,4.42,1.2,15.59,0,13.37,14.74,0,7.43,12.2,175.7,7.43,7,17470,655,small,302,18,30,Mid-Atlantic,43.4580517,-76.5036887
The Bronx,Bronx County,NY,New York,36005,United States,da752f7e-383a-482f-9c09-76eb51ba64bc,2021,44.358,33.846,51.058,79.198,52.115,52,130,41.69,37.5,64.39,38.83,25.6,44.66,44.13,19.83,51.23,41.81,60.09,43.4,46.77,12.69,69.42,44.8,29.78,50.89,53.53,42.11,1053.9,542.8,44.111,44,1435068,74,large,10,4,25,Mid-Atlantic,40.8448,-73.8648
Newark,Newark city,DE,Delaware,1050670,United States,da46030e-f0d5-4a98-b130-fb1e488485c6,2021,59.786,60.03,44.912,81.59,61.5795,62,86,27.53,30.21,19.58,0,36.98,27.58,5.8,0,0,18.98,19.96,0,11.5,18.74,61.71,38.62,0,50.93,0.99,22.54,201.8,50.9,30.3479,30,33448,248,small,110,2,25,Mid-Atlantic,39.6775662,-75.7573034
Rockville,Rockville city,MD,Maryland,2467675,United States,d9ec95e7-7d20-481d-bfce-373d6723af64,2021,54.844,55.91,44.04,69.332,56.0315,56,86,12.65,13.03,30.38,0,12.92,19.75,14.13,4.57,0,8.76,25.03,20.35,13.47,20.3,49.69,25.69,3.36,29.71,2.14,16.36,69.2,377.4,24.2943,24,67542,378,medium,170,4,30,Mid-Atlantic,39.0836661,-77.1555855
Olive Branch,Olive Branch city,MS,Mississippi,2854040,United States,d8e1cceb-51ce-4951-a84d-e6179347b3be,2021,24.194,15.456,45.564,55.51,35.181,35,31,38.57,22.46,22.38,0,0,22.42,8.65,11.1,15.3,13.57,9.66,14.51,11.85,0,17.73,0,0,17.73,0,21.86,432.7,140.2,24.5242,25,37461,373,small,158,3,25,South,34.9557519,-89.8411534
Ottawa,,ON,Ontario,,Canada,d7de54d7-613a-4433-bec1-b57a9279d4cd,2021,55.44,60.8,40.8,79.4,59.07,59,210,42.17,,64.25,24.46,34.36,49.31,60.63,63,27.32,59.39,56.02,61.88,53.12,65.78,75.08,42.81,38.28,54.58,35.26,49,,,51.22,51,934243,9,large,5,1,31,Canada,45.4215,-75.6972
Chattanooga,Chattanooga city,TN,Tennessee,4714000,United States,d7c5d8df-4b3c-4734-84e5-c364fd626cf3,2021,52.644,56.01,47.356,77.684,58.4235,58,104,37.01,24.44,33.57,4.47,12.48,23.25,9.21,16.59,11.8,16,26.54,9.34,15.5,15.49,41.08,20.12,7.08,25.24,1.34,19.61,2175.5,620.3,27.3727,27,179690,312,medium,140,4,25,South,35.065958,-85.248386
Littleton,Littleton city,CO,Colorado,845255,United States,d7b07959-6f09-41ac-9b0b-88e203775b5f,2021,58.492,54.682,43.87,81.488,59.633,60,105,46.56,40.72,56.54,14.13,0,44.32,0,16.12,19.14,11.44,41.59,52.68,24.88,49.76,67.68,76.73,0,71.9,17.36,41.68,386.3,78,45.2706,45,47989,65,small,39,1,25,Mountain,39.5903751,-105.0200838
Whittlesea,,VIC,Victoria,,Australia,d7adb908-f726-489e-94d5-b84c2c8211b9,2021,48.5,38.2,45.2,65,49.25,49,78,35.08,,46.68,12.96,27.33,35.82,28.03,16.12,14.95,19.06,43.48,36.22,28.42,48.62,74.61,52.74,10.69,50.98,27.97,37,723.5,1560.6,39.65,40,197491,13,medium,6,2,31,Australia,-37.5139,145.1139
Mississauga,,ON,Ontario,,Canada,d7ac7f48-fcc0-439a-8b9d-15741b24db72,2021,51.57,38.8,42.2,74.8,51.86,52,101,30.63,,59.36,15.44,15.48,39.61,51.96,56.99,9.42,54.73,62.76,37.71,44.79,64.9,70.32,34.05,22.85,45.76,29.28,42,646.6,2476.1,44.348,44,721599,14,large,7,2,31,Canada,43.589,-79.6441
Ames,Ames city,IA,Iowa,1901855,United States,d6ff3636-5202-472b-a6e0-d8074d7a40a8,2021,57.018,51.652,40.46,76.426,56.389,56,57,53.87,45.58,40.87,0,68.76,48.9,35.65,34.01,20.5,35.97,51.88,57.62,39.84,16.61,73.81,70.07,0,72.06,0,46.03,531.2,141.7,48.1018,48,66023,50,medium,14,2,25,Midwest,42.0255633,-93.6210758
Phoenix,Phoenix city,AZ,Arizona,455000,United States,d5f10dc7-476c-430d-8dd9-bbb990bfff31,2021,47.708,51.848,48.984,81.614,57.5385,58,160,30.72,21.96,43.81,14.33,20.35,28.52,14.01,13.58,21,16.76,28.19,14.61,19.28,42.63,47.52,30.4,13.22,32.95,14.01,27.61,9779.7,2516.7,33.5957,34,1633017,195,large,25,2,25,Mountain,33.5721544,-112.0901324
Harrisburg,Harrisburg city,PA,Pennsylvania,4232800,United States,d5aa43f4-716e-43fb-8fe3-2e96b17c47d1,2021,46.154,50.474,45.674,75.728,54.5075,55,169,25.78,11.75,44.77,3.83,0.22,20.21,1.07,0,11.72,6.59,2.04,0,4.38,10.75,43.37,1.65,21.03,23.18,0.61,13.97,240.8,94.7,22.0775,22,49209,424,small,186,16,25,Mid-Atlantic,40.2758906,-76.8850199
San Francisco,San Francisco city,CA,California,667000,United States,d54badc8-dabc-4519-91b2-eb2ef40812f9,2021,59.024,64.736,47.104,76.514,61.8445,62,205,57.27,43.92,74.1,52.86,51.96,56.99,61.96,56.09,54.95,61.58,76.7,59.54,63.26,67.95,74.16,43.05,52.71,57.91,56.37,59.98,1695,561.7,60.3529,60,874961,15,large,2,1,25,Pacific,37.7272391,-123.0322294
Lake Mary,,FL,Florida,1238425,United States,d4fffca7-0bcb-41f9-8275-937bbd61e819,2021,0,0,0,0,0,0,0,21,17.8,23.24,22.74,0,20.8,20.35,12.96,0,8.96,18.36,0,16.7,0,38.82,16.76,3.1,22.17,3.45,14.49,17.7,184.9,14.49,14,16698,613,small,275,18,30,South,28.7591044,-81.3328131
Durango,Durango city,CO,Colorado,822035,United States,d4f3f556-6ddc-4e7d-8a83-b79333018d86,2021,67.728,72.954,46.364,86.704,68.4375,68,55,16.91,10.65,13.3,16.53,0,12.54,4.65,0,16.8,0,4.3,0,8.25,2.05,34.66,17.95,13.06,23.41,13.82,12.59,173,208.4,23.7595,24,18588,392,small,170,6,30,Mountain,37.2767232,-107.8689129
Chelsea,Chelsea city,MI,Michigan,2615020,United States,d47ffeaa-876f-4c82-aabc-c94076c67597,2021,45.402,50.748,36.854,71.264,51.067,51,29,60.92,48.06,60.43,0,0,54.25,63.33,0,64.27,50.49,0,60.43,60.97,0,48.08,0,0,48.08,0,56.28,49.7,15,55.2374,55,5331,25,small,17,4,25,Midwest,42.3113924,-84.019416
Lakeland,Lakeland city,FL,Florida,1238250,United States,d3e5362e-b344-4fcb-8b7b-dafdbf9f570c,2021,51.234,41.08,47.686,75.462,53.8655,54,27,14.08,11.69,11.99,8.8,14.57,12.08,7.35,10.86,3.53,5.39,10.76,0,7.64,9.01,10.16,21.6,1.97,12.12,0.21,9.26,121,1178.4,18.1811,18,107922,512,medium,227,9,30,South,28.0554954,-81.9547538
Red Bank,,NJ,New Jersey,3462430,United States,d3be7156-e36c-4fe0-a51f-2f68a78dece7,2021,0,0,0,0,0,0,0,26.09,15.38,46.74,0,0,31.06,0,0,6.08,5.9,1.11,0,2.45,0.57,32,0,0,32,10.42,17.06,50.1,17.9,17.06,17,12072,544,small,241,9,25,Mid-Atlantic,40.3487222,-74.0665281
Somerville,Somerville city,MA,Massachusetts,2562535,United States,d38edadf-761c-46fc-bae1-8021e30d162f,2021,67.758,47.352,47.322,75.446,59.4695,59,84,18.91,15.3,54.48,5.85,29.86,30.98,35.7,28.99,18.81,29.49,45.05,24.36,31.67,46.84,63.35,22.9,5.11,34.63,35.31,32.88,156.8,61.7,38.1979,38,80906,130,medium,53,2,25,New England,42.3904453,-71.1010331
Redding,Redding city,CA,California,659920,United States,d36f7a53-8451-4b01-a374-e351131bfe35,2021,46.464,55.176,45.076,70.076,54.198,54,66,24.6,15.93,27.09,6.18,11.49,17.97,12.73,6.46,19.97,8.61,19.07,25.48,16.64,34.02,46.83,29.24,12.34,32.05,5.83,21.4,814.7,272.5,27.9596,28,91580,298,medium,130,23,25,Pacific,40.5674321,-122.364827
Alice Springs,,NT,Northern Territory,,Australia,d35d3da4-06ad-4940-90f1-aa973d144ab0,2021,47.48,45.8,45.8,80,54.78,55,43,48.67,,62.31,30.75,35.24,49.46,28.94,0,46.4,44.67,54.4,0,44.18,49.21,74.11,65.56,45.38,63.94,42.39,49,299.4,304.1,50.444,50,24753,2,small,1,1,37,Australia,-23.698,133.8807
